rank,bgg_url,game_id,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
"		2991							",https://boardgamegeek.com/boardgame/90/star-wars-episode-1-clash-lightsabers,90,2,2,20,20,20,1999,6.29369,5.79673,530,//cf.geekdo-images.com/images/pic192632.jpg,8,Hand Management,941,Card Game* Movies / TV / Radio theme* Science Fiction,1.4237
"		2996							",https://boardgamegeek.com/boardgame/4475/unexpected-treasures,4475,3,6,30,30,30,2002,6.258,5.79666,591,//cf.geekdo-images.com/images/pic1407704.jpg,13,Set Collection* Simultaneous Action Selection,991,none,1.3265
"		2988							",https://boardgamegeek.com/boardgame/153497/town-aint-big-enough-2-4-us,153497,2,4,15,15,15,2014,6.11925,5.79658,833,//cf.geekdo-images.com/images/pic1902918.jpg,8,Area Control / Area Influence* Area Enclosure* Tile Placement,2602,Abstract Strategy* American West* Print & Play,1.36
"		2978							",https://boardgamegeek.com/boardgame/26983/dorn,26983,2,6,90,90,90,2006,6.88859,5.79644,277,//cf.geekdo-images.com/images/pic167357.jpg,10,Area Movement* Partnerships* Role Playing* Variable Player Powers,345,Adventure* Fantasy,2.8571
"		3004							",https://boardgamegeek.com/boardgame/181329/team-play,181329,3,6,30,30,30,2015,6.96667,5.79623,228,//cf.geekdo-images.com/images/pic2602638.jpg,8,Partnerships,311,Card Game,1.2727
"		2994							",https://boardgamegeek.com/boardgame/1681/tokyo-express,1681,1,2,180,180,180,1988,7.03734,5.79613,241,//cf.geekdo-images.com/images/pic2278277.png,12,Dice Rolling* Hex-and-Counter,976,Nautical* Wargame* World War II,3.96
"		3009							",https://boardgamegeek.com/boardgame/165877/spellcaster,165877,2,4,30,20,30,2014,6.64181,5.79605,326,//cf.geekdo-images.com/images/pic2239885.jpg,14,Hand Management,603,Card Game,1.6111
"		3020							",https://boardgamegeek.com/boardgame/83629/hobbit,83629,2,5,45,30,45,2010,6.06225,5.79599,1241,//cf.geekdo-images.com/images/pic815371.jpg,8,Auction/Bidding* Dice Rolling* Hand Management* Point to Point Movement* Role Playing* Simultaneous Action Selection,2472,Adventure* Card Game* Fantasy* Novel-based* Travel,1.7207
"		3012							",https://boardgamegeek.com/boardgame/137095/witches-discworld-game,137095,1,4,90,90,90,2013,6.07744,5.79586,1170,//cf.geekdo-images.com/images/pic1790803.jpg,13,Co-operative Play* Dice Rolling* Point to Point Movement* Set Collection,2348,Fantasy* Novel-based,1.6765
"		3001							",https://boardgamegeek.com/boardgame/5357/von-mansteins-backhand-blow,5357,1,2,120,120,120,2002,7.2032,5.79552,210,//cf.geekdo-images.com/images/pic102976.jpg,12,Hex-and-Counter,598,Wargame* World War II,3.1892
"		2995							",https://boardgamegeek.com/boardgame/13089/wie-ich-die-welt-sehe,13089,2,9,30,30,30,2004,7.00642,5.79535,226,//cf.geekdo-images.com/images/pic249465.jpg,10,none,365,Card Game* Party Game* Word Game,1.1429
"		2981							",https://boardgamegeek.com/boardgame/9139/marco-polo-expedition,9139,2,5,45,45,45,2004,6.18709,5.79518,714,//cf.geekdo-images.com/images/pic804654.jpg,8,Card Drafting* Hand Management* Set Collection,890,Animals* Arabian* Racing* Travel,1.8
"		2993							",https://boardgamegeek.com/boardgame/1927/munchkin,1927,3,6,120,60,120,2001,5.9552,5.79514,28464,//cf.geekdo-images.com/images/pic1871016.jpg,10,Card Drafting* Dice Rolling* Hand Management* Take That* Variable Player Powers,47213,Card Game* Fantasy* Fighting* Humor,1.7889
"		2992							",https://boardgamegeek.com/boardgame/3095/star-trek-adventure-game,3095,1,2,180,180,180,1985,6.86417,5.79508,265,//cf.geekdo-images.com/images/pic669897.jpg,10,Action Point Allowance System* Hex-and-Counter* Variable Player Powers,688,Adventure* Movies / TV / Radio theme* Science Fiction,2.1379
"		3000							",https://boardgamegeek.com/boardgame/937/1825-unit-1,937,2,5,180,180,180,1995,6.79747,5.79487,257,//cf.geekdo-images.com/images/pic346580.jpg,14,Modular Board* Route/Network Building* Stock Holding,447,Trains* Transportation,3.6087
"		3015							",https://boardgamegeek.com/boardgame/3534/star-trader,3534,2,6,180,180,180,1982,7.08584,5.79473,233,//cf.geekdo-images.com/images/pic9542.jpg,12,Commodity Speculation* Stock Holding* Trading,535,Economic* Science Fiction,3.7179
"		3014							",https://boardgamegeek.com/boardgame/71593/charon-inc,71593,2,5,60,60,60,2010,6.364,5.79441,463,//cf.geekdo-images.com/images/pic728360.jpg,13,Area Control / Area Influence* Auction/Bidding* Set Collection,721,Science Fiction,2.3
"		3003							",https://boardgamegeek.com/boardgame/160044/warhammer-40000-seventh-edition,160044,2,12,120,120,120,2014,7.31487,5.79438,187,//cf.geekdo-images.com/images/pic2037776.jpg,12,Dice Rolling* Variable Player Powers,381,Fighting* Miniatures* Science Fiction,4.1818
"		2997							",https://boardgamegeek.com/boardgame/23981/genesis,23981,2,4,45,45,45,2006,6.43756,5.79426,419,//cf.geekdo-images.com/images/pic147386.jpg,10,Dice Rolling* Tile Placement,495,Prehistoric* Territory Building,2.0667
"		3033							",https://boardgamegeek.com/boardgame/2580/persian-gulf-battle-middle-east,2580,2,2,300,300,300,1986,7.47479,5.79418,178,//cf.geekdo-images.com/images/pic128073.jpg,12,Hex-and-Counter* Simulation,523,Modern Warfare* Wargame,3.4815
"		3006							",https://boardgamegeek.com/boardgame/1125/big-shot,1125,2,4,30,30,30,2001,6.48567,5.79413,374,//cf.geekdo-images.com/images/pic405069.jpg,10,Area Control / Area Influence* Auction/Bidding* Dice Rolling,549,Economic,2.0256
"		3043							",https://boardgamegeek.com/boardgame/108018/riichi-mahjong,108018,4,4,120,60,120,0,8.4373,5.79412,126,//cf.geekdo-images.com/images/pic1217879.jpg,8,Betting/Wagering* Hand Management* Set Collection,165,Abstract Strategy,2.7273
"		3007							",https://boardgamegeek.com/boardgame/1582/sicily-triumph-and-folly,1582,2,2,60,60,60,2000,7.79553,5.7941,153,//cf.geekdo-images.com/images/pic434299.jpg,16,Hex-and-Counter,468,Wargame* World War II,4
"		3008							",https://boardgamegeek.com/boardgame/19765/deduce-or-die,19765,3,6,90,90,90,2003,7.2311,5.79405,182,//cf.geekdo-images.com/images/pic160811.jpg,9,none,150,Card Game* Deduction* Print & Play,3.1053
"		3024							",https://boardgamegeek.com/boardgame/153639/zeppelin-attack,153639,2,4,45,45,45,2014,6.98373,5.79399,240,//cf.geekdo-images.com/images/pic2197244.jpg,12,Card Drafting* Deck / Pool Building* Hand Management,647,Aviation / Flight* Card Game* Fighting,2.3182
"		3018							",https://boardgamegeek.com/boardgame/151/piratenbillard,151,2,4,15,15,15,1959,6.5684,5.79381,337,//cf.geekdo-images.com/images/pic297544.jpg,8,none,224,Action / Dexterity* Pirates,1.2593
"		3010							",https://boardgamegeek.com/boardgame/3040/star-trek-starship-tactical-combat-simulator,3040,2,2,10,10,10,1983,6.64088,5.79375,373,//cf.geekdo-images.com/images/pic193037.jpg,10,Hex-and-Counter* Simultaneous Action Selection,784,Aviation / Flight* Movies / TV / Radio theme* Science Fiction,2.8696
"		3011							",https://boardgamegeek.com/boardgame/12355/fire-and-fury,12355,2,12,180,180,180,1990,7.62269,5.79373,156,//cf.geekdo-images.com/images/pic50137.jpg,12,Dice Rolling,237,American Civil War* Dice* Miniatures* Wargame,3.087
"		3016							",https://boardgamegeek.com/boardgame/38429/cornerstone,38429,1,4,45,45,45,2008,7.27651,5.79301,195,//cf.geekdo-images.com/images/pic383999.jpg,0,Dice Rolling* Partnerships* Route/Network Building,157,Action / Dexterity,1.7308
"		3017							",https://boardgamegeek.com/boardgame/450/octi,450,2,4,30,10,30,1999,6.77592,5.79299,287,//cf.geekdo-images.com/images/pic818066.jpg,8,none,537,Abstract Strategy,3.5
"		3019							",https://boardgamegeek.com/boardgame/17997/anno-domini-sex-crime,17997,2,8,30,30,30,1998,6.79354,5.79288,260,//cf.geekdo-images.com/images/pic1112511.jpg,10,Card Drafting,480,Bluffing* Card Game* Humor* Party Game* Trivia,1.4
"		3021							",https://boardgamegeek.com/boardgame/1421/lost-worlds,1421,2,2,10,10,10,1983,6.48626,5.7926,414,//cf.geekdo-images.com/images/pic11266.jpg,10,Rock-Paper-Scissors* Simultaneous Action Selection* Variable Player Powers,1216,Book* Fantasy* Fighting* Medieval,1.6905
"		3005							",https://boardgamegeek.com/boardgame/27266/silent-death-next-millennium-deluxe-edition,27266,2,8,120,120,120,1995,7.50063,5.79206,160,//cf.geekdo-images.com/images/pic243993.jpg,10,Dice Rolling* Hex-and-Counter,434,Fighting* Miniatures* Science Fiction* Wargame,2.9474
"		3031							",https://boardgamegeek.com/boardgame/122943/scripts-and-scribes-dice-game,122943,2,5,30,30,30,2012,6.66227,5.79195,306,//cf.geekdo-images.com/images/pic1276819.jpg,10,Auction/Bidding* Dice Rolling* Press Your Luck* Set Collection,496,Bluffing* Dice* Medieval,1.5556
"		3013							",https://boardgamegeek.com/boardgame/146579/quilt-show,146579,2,4,45,45,45,2014,6.52299,5.79166,356,//cf.geekdo-images.com/images/pic1868666.jpg,10,Card Drafting* Pattern Building* Set Collection* Tile Placement,616,none,1.9118
"		3039							",https://boardgamegeek.com/boardgame/63975/level-x,63975,2,4,20,20,20,2010,6.36486,5.79156,434,//cf.geekdo-images.com/images/pic1437079.jpg,8,Dice Rolling* Set Collection,415,Abstract Strategy* Dice* Number,1.1463
"		3029							",https://boardgamegeek.com/boardgame/149097/spurs-tale-old-west,149097,3,5,90,90,90,2014,7.03603,5.79155,224,//cf.geekdo-images.com/images/pic1809655.jpg,13,Deck / Pool Building* Roll / Spin and Move* Variable Player Powers,595,Action / Dexterity* Adventure* American West* Real-time,2.3571
"		3058							",https://boardgamegeek.com/boardgame/164874/airborne-commander,164874,1,1,30,30,30,2015,7.09877,5.79143,204,//cf.geekdo-images.com/images/pic2783319.jpg,10,Deck / Pool Building,507,World War II,2.037
"		3046							",https://boardgamegeek.com/boardgame/192240/control,192240,2,4,15,5,15,2016,7.12773,5.7913,247,//cf.geekdo-images.com/images/pic2857170.png,10,Hand Management* Take That,707,Card Game* Science Fiction,1.6429
"		3027							",https://boardgamegeek.com/boardgame/1799/warlord-saga-storm,1799,2,4,10,10,10,2001,6.77155,5.79122,354,//cf.geekdo-images.com/images/pic11610.jpg,10,none,566,Card Game* Collectible Components* Fantasy,2.7105
"		3028							",https://boardgamegeek.com/boardgame/93541/urbania,93541,2,5,45,45,45,2012,6.51372,5.79121,374,//cf.geekdo-images.com/images/pic1400022.jpg,10,Area Control / Area Influence* Hand Management,597,City Building,2.375
"		3026							",https://boardgamegeek.com/boardgame/719/tyranno-ex,719,2,4,120,120,120,1990,6.47635,5.79105,401,//cf.geekdo-images.com/images/pic243490.jpg,12,Card Drafting* Dice Rolling,837,Fighting* Prehistoric,2.3542
"		3023							",https://boardgamegeek.com/boardgame/3321/die-pyramiden-des-jaguar,3321,2,2,45,45,45,2002,6.1161,5.79081,790,//cf.geekdo-images.com/images/pic105974.jpg,10,Card Drafting* Hand Management,1233,Card Game,1.7245
"		3034							",https://boardgamegeek.com/boardgame/87907/1865-sardinia,87907,2,4,240,240,240,2011,7.71628,5.79055,145,//cf.geekdo-images.com/images/pic871740.jpg,14,Auction/Bidding* Route/Network Building* Stock Holding* Tile Placement,254,Economic* Trains* Transportation,3.8125
"		3030							",https://boardgamegeek.com/boardgame/41658/adios-amigos,41658,2,4,15,15,15,2009,6.25516,5.79052,595,//cf.geekdo-images.com/images/pic468109.jpg,8,Simultaneous Action Selection,847,Action / Dexterity* American West* Card Game* Real-time,1.1053
"		3032							",https://boardgamegeek.com/boardgame/1315/africa,1315,2,5,60,60,60,2001,6.00944,5.79037,1204,//cf.geekdo-images.com/images/pic9530.jpg,10,Set Collection,1268,Exploration,1.7481
"		3035							",https://boardgamegeek.com/boardgame/1669/mosbys-raiders,1669,1,1,120,120,120,1985,6.58485,5.7903,373,//cf.geekdo-images.com/images/pic992116.jpg,12,Area Movement* Campaign / Battle Card Driven,1028,American Civil War* Wargame,2.4583
"		3045							",https://boardgamegeek.com/boardgame/180761/dreamwell,180761,2,4,45,30,45,2016,7.00524,5.79017,248,//cf.geekdo-images.com/images/pic2838571.jpg,13,Grid Movement* Modular Board* Pattern Building* Set Collection,721,Abstract Strategy* Card Game* Fantasy,2
"		3022							",https://boardgamegeek.com/boardgame/181523/snowblind-race-pole,181523,1,4,60,30,60,2016,7.0014,5.79004,236,//cf.geekdo-images.com/images/pic3056713.jpg,10,Dice Rolling* Press Your Luck,533,Dice* Racing,2
"		3091							",https://boardgamegeek.com/boardgame/180543/exceed-red-horizon-reese-heidi-vs-vincent-nehtali,180543,2,2,30,20,30,2016,8.10923,5.78994,130,//cf.geekdo-images.com/images/pic2692747.jpg,0,Hand Management* Point to Point Movement* Variable Player Powers,281,Card Game* Fighting,2.2
"		3048							",https://boardgamegeek.com/boardgame/178210/batman-fluxx,178210,2,6,30,5,30,2015,6.43264,5.78989,504,//cf.geekdo-images.com/images/pic2529971.png,8,Hand Management* Set Collection,1449,Card Game* Movies / TV / Radio theme,1.2857
"		3139							",https://boardgamegeek.com/boardgame/193210/dice-stars,193210,1,4,25,15,25,2016,6.84504,5.78985,262,//cf.geekdo-images.com/images/pic2880939.jpg,10,Deck / Pool Building* Dice Rolling* Press Your Luck,515,Dice,1.5
"		3025							",https://boardgamegeek.com/boardgame/126/really-nasty-horse-racing-game,126,2,6,90,90,90,1987,6.31795,5.78983,649,//cf.geekdo-images.com/images/pic1377507.jpg,12,Betting/Wagering,947,Animals* Racing,1.6892
"		3037							",https://boardgamegeek.com/boardgame/85424/la-bataille-de-la-moscowa-third-edition,85424,2,8,1000,1000,1000,2011,8.6021,5.78979,111,//cf.geekdo-images.com/images/pic965093.jpg,16,Hex-and-Counter,468,Napoleonic* Wargame,4.3226
"		3044							",https://boardgamegeek.com/boardgame/2638/clash-giants,2638,2,2,180,180,180,2001,6.90565,5.78967,248,//cf.geekdo-images.com/images/pic36086.jpg,12,Hex-and-Counter,541,Wargame* World War I,2.3023
"		3052							",https://boardgamegeek.com/boardgame/181176/council-blackthorn,181176,2,6,90,45,90,2016,7.75581,5.78914,197,//cf.geekdo-images.com/images/pic2789996.png,13,Area Control / Area Influence* Dice Rolling* Hand Management* Roll / Spin and Move* Variable Player Powers,327,Card Game* Dice* Fantasy* Medieval,2.1429
"		3040							",https://boardgamegeek.com/boardgame/149620/advanced-squad-leader-starter-kit-historical-modul,149620,2,2,0,0,0,2014,8.50588,5.7889,102,//cf.geekdo-images.com/images/pic1819745.jpg,0,Hex-and-Counter,717,Wargame* World War II,3.8125
"		3041							",https://boardgamegeek.com/boardgame/25775/elusive-victory-air-war-over-suez-canal-1967-1973,25775,2,2,240,240,240,2009,7.93813,5.78871,128,//cf.geekdo-images.com/images/pic506185.jpg,12,Chit-Pull System* Dice Rolling* Hex-and-Counter* Simulation,707,Aviation / Flight* Modern Warfare* Wargame,3.8889
"		3042							",https://boardgamegeek.com/boardgame/19624/freyas-folly,19624,3,5,50,50,50,2005,6.6239,5.78864,318,//cf.geekdo-images.com/images/pic92326.jpg,10,Set Collection,495,Mythology,2.4118
"		3050							",https://boardgamegeek.com/boardgame/13172/kung-fu-fighting,13172,2,6,30,30,30,2004,6.14873,5.78855,935,//cf.geekdo-images.com/images/pic53465.jpg,10,Hand Management,1090,Card Game* Fighting* Humor,1.2969
"		3038							",https://boardgamegeek.com/boardgame/8059/ideology-war-ideas,8059,2,5,90,90,90,2003,6.17855,5.78835,842,//cf.geekdo-images.com/images/pic528556.jpg,12,Area Control / Area Influence* Variable Player Powers,1503,Political,2.75
"		3061							",https://boardgamegeek.com/boardgame/205498/round-house,205498,2,5,90,60,90,2016,7.5034,5.78817,162,//cf.geekdo-images.com/images/pic3124550.jpg,10,Action / Movement Programming* Area Movement* Card Drafting* Point to Point Movement* Set Collection* Worker Placement,292,Economic* Medieval,3
"		3066							",https://boardgamegeek.com/boardgame/10989/conhex,10989,2,2,30,30,30,2002,6.90547,5.7881,232,//cf.geekdo-images.com/images/pic1017539.jpg,10,Area Control / Area Influence* Pattern Building* Tile Placement,143,Abstract Strategy,2.3571
"		3047							",https://boardgamegeek.com/boardgame/28907/b-29-superfortress,28907,1,1,90,90,90,2008,6.94885,5.78806,261,//cf.geekdo-images.com/images/pic1622285.jpg,14,Dice Rolling* Simulation,746,Aviation / Flight* Wargame* World War II,2.6512
"		3063							",https://boardgamegeek.com/boardgame/102181/grove,102181,3,4,20,20,20,2011,6.37927,5.78781,452,//cf.geekdo-images.com/images/pic2691555.jpg,9,Memory,808,Bluffing* Deduction* Murder/Mystery,1.5143
"		3051							",https://boardgamegeek.com/boardgame/2583/18ga,2583,3,5,240,240,240,1998,7.19056,5.78781,180,//cf.geekdo-images.com/images/pic302407.jpg,14,Route/Network Building* Stock Holding* Tile Placement,249,Economic* Print & Play* Trains* Transportation,4.0741
"		3053							",https://boardgamegeek.com/boardgame/145654/invaders,145654,2,2,60,60,60,2013,6.96211,5.7874,237,//cf.geekdo-images.com/images/pic1740801.jpg,12,Hand Management* Variable Player Powers,452,Card Game* Fighting* Horror* Science Fiction,2.7
"		3055							",https://boardgamegeek.com/boardgame/1309/die-magier-von-pangea,1309,2,4,60,60,60,2001,6.22602,5.78736,626,//cf.geekdo-images.com/images/pic194007.jpg,10,Modular Board* Pick-up and Deliver* Set Collection,923,Economic* Fantasy,2.3333
"		3056							",https://boardgamegeek.com/boardgame/22485/terra-prime,22485,2,5,60,60,60,2009,6.36107,5.78728,447,//cf.geekdo-images.com/images/pic537313.jpg,10,Action Point Allowance System* Dice Rolling* Modular Board* Pick-up and Deliver* Point to Point Movement* Tile Placement,804,Economic* Science Fiction* Space Exploration* Transportation,2.5692
"		3057							",https://boardgamegeek.com/boardgame/28185/kaisers-pirates,28185,1,4,90,90,90,2007,6.41973,5.78709,478,//cf.geekdo-images.com/images/pic512074.jpg,9,Dice Rolling* Hand Management,975,Card Game* Nautical* Wargame* World War I,2.2727
"		3080							",https://boardgamegeek.com/boardgame/147299/pocket-imperium,147299,2,4,45,30,45,2013,6.421,5.78685,436,//cf.geekdo-images.com/images/pic2644229.jpg,12,Action / Movement Programming* Area Control / Area Influence* Modular Board* Simultaneous Action Selection,1269,Print & Play* Science Fiction* Space Exploration* Territory Building,1.9286
"		3054							",https://boardgamegeek.com/boardgame/118776/tahiti,118776,2,4,60,45,60,2012,6.37574,5.78678,445,//cf.geekdo-images.com/images/pic1270825.png,13,Action Point Allowance System* Grid Movement* Modular Board* Pick-up and Deliver* Set Collection* Tile Placement,888,Exploration* Mythology* Nautical* Transportation,1.9118
"		3065							",https://boardgamegeek.com/boardgame/40761/montego-bay,40761,2,4,60,45,60,2009,6.27872,5.78675,545,//cf.geekdo-images.com/images/pic459566.jpg,8,Pick-up and Deliver* Simultaneous Action Selection,914,Transportation,1.8545
"		3059							",https://boardgamegeek.com/boardgame/13456/vampire-prince-city,13456,2,5,180,180,180,2006,6.38935,5.78659,568,//cf.geekdo-images.com/images/pic797346.jpg,12,Partnerships* Role Playing* Trading* Variable Player Powers,935,Bluffing* Horror* Miniatures* Negotiation* Political,3.1176
"		3060							",https://boardgamegeek.com/boardgame/137238/time-n-space,137238,3,4,30,30,30,2013,6.37526,5.78634,432,//cf.geekdo-images.com/images/pic1547400.jpg,10,Pick-up and Deliver* Point to Point Movement* Set Collection* Simultaneous Action Selection,985,Economic* Negotiation* Real-time* Science Fiction* Transportation,2.2308
"		3062							",https://boardgamegeek.com/boardgame/12830/die-weinhandler,12830,3,5,45,45,45,2004,6.18931,5.78629,651,//cf.geekdo-images.com/images/pic51969.jpg,10,Auction/Bidding* Hand Management* Set Collection,1054,Card Game,1.869
"		3095							",https://boardgamegeek.com/boardgame/121041/pluckin-pairs,121041,3,8,50,50,50,2012,6.60854,5.78614,316,//cf.geekdo-images.com/images/pic1245374.jpg,12,none,575,Party Game,1.0952
"		3064							",https://boardgamegeek.com/boardgame/38553/duck-dealer,38553,2,5,240,180,240,2008,6.38994,5.78585,439,//cf.geekdo-images.com/images/pic375683.jpg,14,Pick-up and Deliver,742,Space Exploration* Transportation,3.7593
"		3069							",https://boardgamegeek.com/boardgame/3218/arab-israeli-wars,3218,2,2,240,240,240,1977,6.33136,5.78523,551,//cf.geekdo-images.com/images/pic184688.jpg,14,Hex-and-Counter,1459,Arabian* Modern Warfare* Wargame,3.2308
"		3070							",https://boardgamegeek.com/boardgame/175334/undercity-iron-kingdoms-adventure-board-game,175334,2,4,120,60,120,2015,7.34155,5.78493,194,//cf.geekdo-images.com/images/pic2514461.png,14,Co-operative Play* Dice Rolling* Grid Movement* Role Playing* Variable Player Powers,530,Adventure* Exploration* Fantasy* Fighting* Miniatures,2.5455
"		3049							",https://boardgamegeek.com/boardgame/41762/fastrack,41762,2,2,10,10,10,2008,6.51317,5.78489,347,//cf.geekdo-images.com/images/pic918163.jpg,5,none,644,Action / Dexterity* Children's Game,1
"		3090							",https://boardgamegeek.com/boardgame/176524/hoplomachus-origins,176524,1,2,30,15,30,2015,8.16239,5.78482,113,//cf.geekdo-images.com/images/pic2492563.png,12,Area Enclosure* Deck / Pool Building* Dice Rolling* Hand Management,319,Dice* Fighting* Wargame,2.7143
"		3072							",https://boardgamegeek.com/boardgame/144743/machina-arcana,144743,1,4,150,150,150,2014,7.56231,5.78475,195,//cf.geekdo-images.com/images/pic1787530.jpg,13,Action Point Allowance System* Co-operative Play* Dice Rolling* Grid Movement,521,Adventure* Dice* Exploration* Fighting* Horror* Mythology,3.1111
"		3073							",https://boardgamegeek.com/boardgame/1796/pampas-railroads,1796,3,6,120,120,120,2001,7.09922,5.78468,192,//cf.geekdo-images.com/images/pic501181.jpg,12,Auction/Bidding* Crayon Rail System* Stock Holding,283,Economic* Trains,3.3333
"		3068							",https://boardgamegeek.com/boardgame/137900/jupiter-rescue,137900,2,7,60,60,60,2013,6.71603,5.7846,287,//cf.geekdo-images.com/images/pic1951142.jpg,15,Co-operative Play* Modular Board* Variable Player Powers,526,Science Fiction,1.875
"		3092							",https://boardgamegeek.com/boardgame/6923/battletech-citytech,6923,2,6,90,90,90,1986,6.66266,5.78457,308,//cf.geekdo-images.com/images/pic60346.jpg,12,Dice Rolling* Hex-and-Counter* Variable Player Powers,783,Miniatures* Science Fiction* Wargame,3.3939
"		3076							",https://boardgamegeek.com/boardgame/668/sternenhimmel,668,3,5,30,30,30,1995,6.57603,5.78456,309,//cf.geekdo-images.com/images/pic447696.jpg,10,Area Control / Area Influence* Auction/Bidding,377,Bluffing,2.0857
"		3078							",https://boardgamegeek.com/boardgame/250/colonial-diplomacy,250,2,7,360,360,360,1994,6.6312,5.78455,342,//cf.geekdo-images.com/images/pic55576.jpg,12,Area Control / Area Influence* Area Movement* Player Elimination* Simultaneous Action Selection,593,Bluffing* Negotiation* Political* Post-Napoleonic* Territory Building* Wargame,2.814
"		3110							",https://boardgamegeek.com/boardgame/180901/joraku,180901,3,4,60,30,60,2015,7.16122,5.78452,188,//cf.geekdo-images.com/images/pic2593307.png,12,Area Control / Area Influence* Trick-taking,271,Medieval,2.625
"		3079							",https://boardgamegeek.com/boardgame/182619/mule-board-game,182619,3,4,120,90,120,2015,6.73651,5.78449,278,//cf.geekdo-images.com/images/pic2634492.jpg,14,Action Point Allowance System* Auction/Bidding* Commodity Speculation* Trading* Variable Player Powers* Worker Placement,536,Economic* Exploration* Video Game Theme,2.625
"		3067							",https://boardgamegeek.com/boardgame/5297/world-war-i,5297,2,2,180,180,180,1975,6.64722,5.78413,324,//cf.geekdo-images.com/images/pic64711.jpg,12,Dice Rolling* Hex-and-Counter,848,Wargame* World War I,2.4444
"		3081							",https://boardgamegeek.com/boardgame/344/members-only,344,3,5,45,45,45,1996,6.60217,5.784,311,//cf.geekdo-images.com/images/pic618.jpg,10,Betting/Wagering* Hand Management,352,Bluffing* Card Game* Deduction,2
"		3126							",https://boardgamegeek.com/boardgame/192547/go-cuckoo,192547,2,5,15,10,15,2016,7.08186,5.78389,210,//cf.geekdo-images.com/images/pic2858954.jpg,4,none,406,Action / Dexterity* Children's Game* Party Game,1
"		3075							",https://boardgamegeek.com/boardgame/121764/plato-3000,121764,2,4,30,30,30,2012,6.45025,5.78367,395,//cf.geekdo-images.com/images/pic1336644.jpg,10,Hand Management* Partnerships* Set Collection,938,Card Game* Civilization,1.5946
"		3074							",https://boardgamegeek.com/boardgame/160409/too-many-cinderellas,160409,2,4,10,10,10,2014,6.48161,5.78365,393,//cf.geekdo-images.com/images/pic2294265.jpg,10,Voting,611,Card Game* Deduction,1.2963
"		3082							",https://boardgamegeek.com/boardgame/137154/auf-teufel-komm-raus,137154,2,6,40,40,40,2013,6.73402,5.78361,266,//cf.geekdo-images.com/images/pic1545739.jpg,10,Betting/Wagering* Press Your Luck,313,none,1.7647
"		3097							",https://boardgamegeek.com/boardgame/175695/minerva,175695,1,4,90,60,90,2015,7.14935,5.78353,184,//cf.geekdo-images.com/images/pic3464116.png,10,Tile Placement,334,City Building,2.8667
"		3071							",https://boardgamegeek.com/boardgame/146158/new-haven,146158,2,4,60,60,60,2013,6.55102,5.78341,343,//cf.geekdo-images.com/images/pic1738404.jpg,12,Tile Placement,546,City Building,2.069
"		3084							",https://boardgamegeek.com/boardgame/204837/game-thrones-iron-throne,204837,3,5,60,30,60,2016,7.22878,5.78327,205,//cf.geekdo-images.com/images/pic3109099.jpg,18,none,503,Movies / TV / Radio theme,2.5
"		3083							",https://boardgamegeek.com/boardgame/31897/anno-1701-das-brettspiel,31897,3,4,120,60,120,2007,6.75381,5.78323,260,//cf.geekdo-images.com/images/pic594443.jpg,10,Dice Rolling* Trading,398,Age of Reason* Civilization* Exploration,2.3846
"		3077							",https://boardgamegeek.com/boardgame/163027/loop-inc,163027,2,4,40,20,40,2015,6.53057,5.78318,350,//cf.geekdo-images.com/images/pic2486422.jpg,13,Action / Movement Programming* Hand Management,881,Science Fiction* Travel,2.5455
"		3085							",https://boardgamegeek.com/boardgame/7290/dynasty-league-baseball,7290,1,2,45,45,45,1985,7.45783,5.78304,173,//cf.geekdo-images.com/images/pic584641.jpg,11,Simulation,253,Sports,2.5
"		3086							",https://boardgamegeek.com/boardgame/10206/make-n-break,10206,2,4,30,30,30,2004,6.10493,5.78284,820,//cf.geekdo-images.com/images/pic295464.jpg,8,Pattern Building,1367,Action / Dexterity* Card Game,1.2875
"		3087							",https://boardgamegeek.com/boardgame/3597/strat-o-matic-hockey,3597,2,2,90,90,90,1978,7.03053,5.78279,236,//cf.geekdo-images.com/images/pic512837.jpg,11,none,394,Sports,2.3333
"		3096							",https://boardgamegeek.com/boardgame/25574/gin-rummy,25574,2,2,30,30,30,1909,6.11473,5.78266,858,//cf.geekdo-images.com/images/pic192271.jpg,8,Set Collection,469,Card Game* Memory,1.7763
"		3088							",https://boardgamegeek.com/boardgame/2063/great-khan-game,2063,2,6,90,90,90,1989,6.64532,5.7824,346,//cf.geekdo-images.com/images/pic180599.jpg,10,Campaign / Battle Card Driven,606,Bluffing* Card Game* Fantasy* Medieval,2.1463
"		3089							",https://boardgamegeek.com/boardgame/3586/sherlock,3586,2,5,20,20,20,1999,6.30287,5.78231,496,//cf.geekdo-images.com/images/pic73047.jpg,5,Memory,899,Card Game* Children's Game* Memory,1.0938
"		3093							",https://boardgamegeek.com/boardgame/165477/orcs-orcs-orcs,165477,2,4,45,45,45,2014,6.59287,5.78212,345,//cf.geekdo-images.com/images/pic2335552.jpg,13,Deck / Pool Building,1012,Fantasy,2
